task_id,repo,github_pr,title,new_eval_verdict,alignment_verdict,alignment_reason,swebench_instance_id,trial_name,agent_success,agent_f2p_tests_passed,agent_f2p_tests_total,agent_f2p_pass_rate,f2p_total_bucket,f2p_result_bucket,source_lines_changed,test_lines_changed,has_test_patch,is_multi_file,is_multi_package,is_refactoring,source_file_count,test_file_count,edit_count,edited_file_count,edited_expected_file_count,edited_source_file_count,edited_test_file_count,bash_count,agent_ran_pytest,agent_ran_tests,edited_files
qutebrowser-7f9713b2,qutebrowser,,JPG files don't show up in file picker when filetypes are restricted to images,accept,leaked,"The instruction discloses the exact API and integration path the tests exercise, e.g. it names the function and file: ""Name: extra_suffixes_workaround"" and ""Path: qutebrowser/browser/webengine/webview.py"", and also specifies the call site behavior: ""The `chooseFiles` method should call `extra_suffixes_workaround` with the accepted MIME types and merge the returned additional extensions into the final accepted types list passed to the parent implementation."" This closely mirrors the diff/tests rather than just describing the bug behavior.",instance_qutebrowser__qutebrowser-7f9713b20f623fc40473b7167a082d6db0f0fd40-va0fd88aac89cde702ec1ba84877234da33adce8a,instance_qutebrowser__qutebrowse__NcVyHiY,True,20,20,1.0000,02_6-20,all_passed,63,81,TRUE,TRUE,TRUE,FALSE,3,1,6,3,1,1,0,22,True,True,qutebrowser/browser/webengine/webview.py; test_reproduce.py; tests/unit/browser/webengine/test_reproduce_suffix.py
qutebrowser-85b867fe,qutebrowser,,Inconsistent Coordinate String Parsing Causes Errors and Crashes,accept,narrow_tests,"The instruction specifies broader and different parsing behavior than the tests actually require, and the tests require exact message formats not fully pinned down by the instruction. The instruction says parse_point should ""validate that input strings contain exactly two comma-separated values that can be converted to integers"", ""handle integer overflow conditions"", and ""handle edge cases like whitespace or empty strings gracefully"" with ""user-friendly"" errors. But the reference tests only assert a narrower contract with exact wording such as `('1x1', ""String 1x1 does not match X,Y"")`, `('1,,1', ""String 1,,1 does not match X,Y"")`, and `('1', ""String 1 does not match X,Y"")` in `TestParsePoint.test_invalid`, while they do not cover whitespace, empty strings, or overflow at all. A senior engineer following only the instruction could reasonably implement whitespace-tolerant parsing and different descriptive error text, yet fail these tests because the assertions require the specific `String {s} does not match X,Y` format.",instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171,instance_qutebrowser__qutebrowse__cRHK2Gz,True,242,242,1.0000,04_101+,all_passed,106,94,TRUE,TRUE,TRUE,FALSE,3,3,2,1,1,1,0,8,False,True,qutebrowser/utils/utils.py
qutebrowser-8cd06741,qutebrowser,,Title: Expose QtWebEngine 6.6 dark-mode image classifier policy in qutebrowser,accept,narrow_tests,"The instruction covers the new user-facing value and version-gated behavior, but some tests require unstated internal API details. In particular, the tests directly call the private helper `darkmode._variant(versions)` in `test_variant` and `test_variant_override`, asserting enum values such as `('6.6.0', darkmode.Variant.qt_66)` and checking the env-var override path, while the instruction only says: ""The Qt version variant detection should include support for QtWebEngine 6.6 to enable proper feature-gating for the image classifier functionality."" It does not name the private `_variant` symbol, the `Variant` enum, or the `QUTE_DARKMODE_VARIANT` override behavior. Those are helper-layer/internal requirements a valid implementation could satisfy differently yet still fail these tests.",instance_qutebrowser__qutebrowser-8cd06741bb56cdca49f5cdc0542da97681154315-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,instance_qutebrowser__qutebrowse__dBcMM6M,True,25,25,1.0000,03_21-100,all_passed,59,31,TRUE,TRUE,TRUE,FALSE,4,1,9,2,2,2,0,14,True,True,qutebrowser/browser/webengine/darkmode.py; qutebrowser/config/configdata.yml
qutebrowser-8d05f028,qutebrowser,,Configuration Migration Crashes When Settings Have Invalid Data Structures,reject,ok,"The instruction and tests are aligned on the core behavior: robust migration in the presence of malformed autoconfig setting structures. The instruction says migration methods should ""validate data types before processing setting values, skipping settings with invalid structures rather than attempting to iterate over non-dictionary values"" and that the ""configuration validation system should verify that all setting keys exist in the predefined configuration schema and report any unrecognized keys."" The added reference test `test_invalid_in_migrations` checks exactly that malformed per-setting values like `42`, `{'https://': True}`, and `{True: True}` do not crash migration and instead still lead to normal config-file error handling via `with pytest.raises(configexc.ConfigFileErrors): yaml.load()`. The diff matches this by adding dict guards in migration helpers and changing `self._validate(settings)` to `self._validate_names(settings)`, so name validation still happens while malformed values are handled later without migration-time crashes. No private-API helper requirements or format-fragile new assertions are introduced by the relevant tests.",instance_qutebrowser__qutebrowser-8d05f0282a271bfd45e614238bd1b555c58b3fc1-v35616345bb8052ea303186706cec663146f0f184,instance_qutebrowser__qutebrowse__BM6ASFV,True,163,163,1.0000,04_101+,all_passed,31,12,TRUE,FALSE,FALSE,FALSE,1,1,7,1,1,1,0,21,True,True,qutebrowser/config/configfiles.py
qutebrowser-8f46ba3f,qutebrowser,,Title,reject,leaked,"The instruction gives an implementation recipe matching the tests and diff, including private API names and exact control flow: it says ""A new function `_validate_untrusted_args(argv)` should be added"", ""`_validate_untrusted_args` should attempt to locate the index of `--untrusted-args` in `argv`, and if it is not present or a `ValueError` is raised, it should return without error"", and ""The `main` function should call `_validate_untrusted_args(sys.argv)` before calling `get_argparser()`."" This directly reveals the private symbol the tests call (`qutebrowser._validate_untrusted_args`) and the precise implementation path seen in the diff.",instance_qutebrowser__qutebrowser-8f46ba3f6dc7b18375f7aa63c48a1fe461190430-v2ef375ac784985212b1805e1d0431dc8f1b3c171,instance_qutebrowser__qutebrowse__Xh5b3Pf,True,12,12,1.0000,02_6-20,all_passed,29,60,TRUE,TRUE,TRUE,FALSE,3,1,2,1,1,1,0,3,True,True,qutebrowser/qutebrowser.py
qutebrowser-96b99780,qutebrowser,,Title: Bug Report: `parse_duration` accepts invalid formats and miscalculates durations,reject,ok,"The instruction and tests are closely aligned around a single public API and its behavior. The instruction explicitly names the interface — ""The function `parse_duration` must accept a plain integer string, interpret it as seconds, and return the corresponding duration in milliseconds"" and ""The function must return `-1` for negative values such as `""-1s""` or `""-1""`,"" duplicate units such as `""34ss""`,"" and fractional values such as `""60.4s""`."" The reference test checks exactly those cases: `(""-1s"", -1)`, `(""-1"", -1)`, `(""34ss"", -1)`, `(""60.4s"", -1)`, plus the listed valid conversions such as `(""1h1m10s"", 3_670_000)` and order independence via `(""1s1h"", 3_601_000)`. There are no special fixtures constraining hidden design choices, no helpers reaching into private APIs, and no format-only assertions beyond the numeric return values specified in the instruction. The PR diff also matches this same feature by adding `parse_duration(duration: str) -> int` in `qutebrowser/utils/utils.py` and using it from `later`.",instance_qutebrowser__qutebrowser-96b997802e942937e81d2b8a32d08f00d3f4bc4e-v5fc38aaf22415ab0b70567368332beee7955b367,instance_qutebrowser__qutebrowse__ZP6ryja,True,178,178,1.0000,04_101+,all_passed,24,23,TRUE,FALSE,FALSE,FALSE,2,1,1,1,1,1,0,4,False,False,qutebrowser/utils/utils.py
qutebrowser-99029144,qutebrowser,,**Title: Enable Runtime Configuration and URL Pattern Support for Dark Mode Setting on QtWebEngine 6.7+**,accept,leaked,"The instruction gives away the concrete implementation path and private API changes that the tests exercise. For example, it explicitly specifies: ""A new variant \""qt_67\"" should be present in the Variant enum"", ""When initializing `_DEFINITIONS`, the \""qt_67\"" variant should be derived by copying the settings from \""qt_66\"" and removing the \""enabled\"" setting using a `copy_remove_setting` method."", and ""A new method `copy_remove_setting(name: str)` should be implemented in `_Definition`..."". The reference tests then directly check those exact private symbols and behaviors, e.g. `definition.copy_remove_setting(...)`, `darkmode.Variant.qt_67`, and `darkmode._variant(versions) == expected`. This is not a vague product-level requirement; it is a near-recipe for the patch reflected in the diff.",instance_qutebrowser__qutebrowser-99029144b5109bb1b2a53964a7c129e009980cd9-va0fd88aac89cde702ec1ba84877234da33adce8a,instance_qutebrowser__qutebrowse__8QvfJu6,True,62,62,1.0000,03_21-100,all_passed,77,203,TRUE,TRUE,TRUE,FALSE,5,1,6,2,2,2,0,8,True,True,qutebrowser/browser/webengine/darkmode.py; qutebrowser/browser/webengine/webenginesettings.py
qutebrowser-996487c4,qutebrowser,,FormatString Class Lacks Encoding Validation for HTTP Header Configuration,reject,ok,"The instruction and tests align on the requested behavior. The instruction explicitly requires that ""The FormatString class should accept an encoding parameter"" and that ""The encoding validation should occur during the to_py conversion process,"" which matches the added test `typ = klass(fields=[], encoding='ascii')` followed by `typ.to_py('fooäbar')` raising `configexc.ValidationError`. The existing `TestFormatString` cases also match the instruction’s scope that `FormatString` should preserve existing functionality while validating allowed format fields. The diff is consistent with both: it adds `encoding` to `FormatString.__init__`, calls `_validate_encoding(self.encoding, value)` in `to_py`, and sets `encoding: ascii` for HTTP header config entries in `configdata.yml`.",instance_qutebrowser__qutebrowser-996487c43e4fcc265b541f9eca1e7930e3c5cf05-v2ef375ac784985212b1805e1d0431dc8f1b3c171,instance_qutebrowser__qutebrowse__woA9HTW,True,1015,1015,1.0000,04_101+,all_passed,43,5,TRUE,FALSE,FALSE,FALSE,2,1,2,1,1,1,0,7,True,True,qutebrowser/config/configtypes.py
qutebrowser-9b71c1ea,qutebrowser,,"""# Title: Blank page and Network service crashed with some locales on `QtWebEngine 5.15.3` \n\n## Description With `QtWe",accept,ok,"The instruction closely matches what the tests exercise. It explicitly specifies the new setting — ""The application must expose the configuration option `qt.workarounds.locale` (type `Bool`, default `false`, backend `QtWebEngine`)"" — which aligns with the fixture use `config_stub.val.qt.workarounds.locale = True` and the disabled-case test. It also specifies the gating conditions — ""only on Linux and only when the current WebEngine version is exactly `5.15.3`"" — matching `test_different_qt_version` and `test_non_linux`. The locale resolution behavior is spelled out in detail: ""look for locale `.pak` files under the translations directory returned by `QLibraryInfo.TranslationsPath` joined with `qtwebengine_locales`"", and if missing, derive alternates using the exact Chromium-like mapping rules, then ""include `--lang=<derived-locale>`"" or fall back to `--lang=en-US` — matching the large parameterized `_get_lang_override` test. Finally, the instruction even names the internal construction behavior checked indirectly by tests: ""The construction of QtWebEngine arguments must obtain the potential override using the current WebEngine version and the current locale from `QLocale`, and only when an override is present must the argument `--lang=<...>` be added"". The tests do access private helpers, but the instruction already names the required behavior precisely enough that a senior engineer could predict those checks.",instance_qutebrowser__qutebrowser-9b71c1ea67a9e7eb70dd83214d881c2031db6541-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,instance_qutebrowser__qutebrowse__VFq3jGG,False,1,365,0.0027,04_101+,partial,102,446,TRUE,TRUE,TRUE,FALSE,4,1,5,3,3,3,0,6,True,True,doc/changelog.asciidoc; qutebrowser/config/configdata.yml; qutebrowser/config/qtargs.py
qutebrowser-9ed748ef,qutebrowser,,"""# Title: Improve Validation and Parsing of Color Configuration Inputs\n\n## Description\n\nColor values in configuratio",reject,ok,"The instruction and tests are tightly aligned on the changed QtColor behavior. The instruction explicitly specifies the accepted identifiers — ""Accepted identifiers should be limited to `rgb`, `rgba`, `hsv`, and `hsva`. Any other identifier should trigger a `configexc.ValidationError` whose message ends with `\""<kind> not in ['hsv', 'hsva', 'rgb', 'rgba']\""`"" — which matches the test `('foo(1, 2, 3)', ""foo not in ['hsv', 'hsva', 'rgb', 'rgba']"")`. It also specifies exact component-count errors — ""`rgb` and `hsv` require exactly three values, while `rgba` and `hsva` require exactly four"" and messages ending with `""expected 3 values for rgb""` / `""expected 4 values for rgba""` — matching tests like `('rgb()', 'expected 3 values for rgb')` and `('rgba(1, 2, 3)', 'expected 4 values for rgba')`. The normalization rule is also spelled out: ""Percentages should be normalized relative to the component’s range: hue (`h`) values mapped to `0–359`, and all other channels ... mapped to `0–255`"", matching the updated tests `('hsv(10%,10%,10%)', QColor.fromHsv(35, 25, 25))` and `('hsva(10%,20%,30%,40%)', QColor.fromHsv(35, 51, 76, 102))`. Finally, malformed-input categories and exact message suffixes are specified in the instruction and mirrored in tests such as `('rgb(1, 2, 3', 'must be a valid color')` and `('rgb(10%%, 0, 0)', 'must be a valid color value')`. There are no relevant fixture-only design choices or private-API accesses in the referenced tests.",instance_qutebrowser__qutebrowser-9ed748effa8f3bcd804612d9291da017b514e12f-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,instance_qutebrowser__qutebrowse__cHYNusG,False,983,985,0.9980,04_101+,near_miss,38,44,TRUE,FALSE,FALSE,FALSE,1,1,4,3,1,1,0,14,True,True,qutebrowser/config/configtypes.py; test_pr_requirements.py; tests/unit/config/test_pr_requirements.py
qutebrowser-a84ecfb8,qutebrowser,,Title: Display close matches for invalid commands,accept,ok,"The instruction closely matches what the tests require. It explicitly names the public API and behavior the tests exercise: ""The class `NoSuchCommandError` should provide a method to construct error messages for unknown commands, optionally including a suggestion for the closest valid command"", ""The class `EmptyCommandError`, as a subclass of `NoSuchCommandError`, must represent the case where no command was provided; the error message must be \""No command given\"""", and ""The class `CommandParser` should accept a `find_similar` boolean argument controlling whether suggestions are included for unknown commands"". Those correspond directly to tests such as `raise cmdexc.NoSuchCommandError.for_cmd(""testcmd"", all_commands=all_commands)`, `with pytest.raises(cmdexc.EmptyCommandError): p.parse_all(command)`, and `p = parser.CommandParser(find_similar=find_similar)`. The exact message formats checked by tests are also specified in the instruction: ""The error message for unknown commands must follow the format `<command>: no such command (did you mean :<closest_command>?)` when a suggestion is present, and `<command>: no such command` otherwise."" No fixture-level hidden design choice or private API access appears beyond what the instruction already names.",instance_qutebrowser__qutebrowser-a84ecfb80a00f8ab7e341372560458e3f9cfffa2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,instance_qutebrowser__qutebrowse__hRWhRMg,True,30,30,1.0000,03_21-100,all_passed,51,55,TRUE,TRUE,FALSE,FALSE,4,3,5,3,3,3,0,4,True,True,qutebrowser/commands/cmdexc.py; qutebrowser/commands/parser.py; qutebrowser/commands/runners.py
qutebrowser-bf045f7e,qutebrowser,,Title:,accept,ok,"The instruction closely matches what the tests require. It explicitly names the private API and exact contracts the unit tests assert: ""`qutebrowser.browser.webengine.webenginetab` must expose `webenginetab._FindFlags` with fields `case_sensitive: bool` and `backward: bool`; their contract is: `to_qt()` reflects `FindCaseSensitively` and/or `FindBackward` ... `__bool__()` is `True` if either is set, and `__str__()` returns exactly ..."". That aligns with the unit tests asserting `webenginetab._FindFlags(...)`, `flags.to_qt()`, `bool(flags)`, and exact `str(flags)` values. The behavioral requirements also cover the search-direction behavior from the diff/end-to-end checks: ""`prev_result` must search in the opposite direction to the current value of `backward`, and `next_result` must respect it, in both cases without modifying the stored state of `_FindFlags`"" and ""Search log messages must include `with flags {…}` when at least one flag is set"". Those statements are sufficient for a senior engineer to predict the tested behavior and format.",instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,instance_qutebrowser__qutebrowse__qQkkC6b,True,25,25,1.0000,03_21-100,all_passed,74,56,TRUE,FALSE,FALSE,FALSE,1,2,3,2,1,1,0,15,True,True,qutebrowser/browser/webengine/webenginetab.py; test_findflags.py
qutebrowser-c09e1439,qutebrowser,,"""## Title: Successful process data is retained indefinitely\n\n### Description\n\nCurrently, data for processes which ha",accept,ok,"The instruction and tests are closely aligned on the required behavior. The instruction explicitly names the key contracts the tests exercise: typing the registry as ""`all_processes: Dict[int, Optional[GUIProcess]]`"", exposing ""a `_cleanup_timer` attribute with a default interval of 1 hour"", starting it ""only when a process finishes successfully"", cleaning by setting the registry entry to `None`, raising `cmdutils.CommandError` with exact message `f""Data for process {pid} got cleaned up""`, raising `NotFoundError` with exact message `f""Data for process {pid} got cleaned up.""`, and filtering process completions to ""only non-`None` entries"". The tests match those requirements directly: `test_cleaned_up_pid` asserts `match='Data for process 1337 got cleaned up'`, `test_cleanup` does `proc._cleanup_timer.setInterval(100)` and then `assert guiprocess.all_processes[proc.pid] is None`, and `test_process_completion` includes `1004: None,  # cleaned up` while expecting only the non-`None` processes in completions. There is some implementation specificity in the instruction, but it usefully covers the private symbols the tests access, so a senior engineer could predict the tested behavior.",instance_qutebrowser__qutebrowser-c09e1439f145c66ee3af574386e277dd2388d094-v2ef375ac784985212b1805e1d0431dc8f1b3c171,instance_qutebrowser__qutebrowse__imPzgtS,True,102,102,1.0000,04_101+,all_passed,45,20,TRUE,TRUE,TRUE,FALSE,4,2,8,3,3,3,0,6,True,True,qutebrowser/browser/qutescheme.py; qutebrowser/completion/models/miscmodels.py; qutebrowser/misc/guiprocess.py
qutebrowser-c0be28eb,qutebrowser,,Title: Missing handling of extra file suffixes in file chooser with specific Qt versions.,reject,leaked,"The instruction substantially reveals the exact implementation path and API the tests exercise. It names the exact symbol and location — ""A new static method `extra_suffixes_workaround` should be added"" and ""Location: `qutebrowser/browser/webengine/webview.py`"" — and prescribes the logic almost line-for-line: ""should use `mimetypes.guess_all_extensions`"", ""should identify entries ... starting with `"".""` and entries ... containing `""/""`"", and ""The `chooseFiles` method should invoke `extra_suffixes_workaround` ... and ... extend the accepted mimetypes with them"". Those details directly match the diff/tests rather than describing only the bug behavior.",instance_qutebrowser__qutebrowser-c0be28ebee3e1837aaf3f30ec534ccd6d038f129-v9f8e9d96c85c85a605e382f1510bd08563afc566,instance_qutebrowser__qutebrowse__Em3xtx4,True,16,16,1.0000,02_6-20,all_passed,32,68,TRUE,FALSE,FALSE,FALSE,1,1,2,1,1,1,0,2,True,True,qutebrowser/browser/webengine/webview.py
qutebrowser-c580ebf0,qutebrowser,,"""## Title\n\nHost blocking does not apply to subdomains when only the parent domain is listed\n\n## Description\n\nIn th",reject,leaked,"The instruction materially reveals the implementation path and even the new helper API the tests exercise. It names the exact helper interface — `""## Interface\n\""Name: widened_hostnames\nInput: hostname: str \nOutput: Iterable[str] \nDescription: Generates parent-domain variants of a hostname by successively removing the leftmost label.\nPathfile: qutebrowser/utils/urlutils.py` — which directly matches the diff adding `def widened_hostnames(hostname: str) -> Iterable[str]:` in `qutebrowser/utils/urlutils.py` and the tests `assert list(urlutils.widened_hostnames(hostname)) == expected`. It also gives fix-like procedural detail: `""-Implementation-wise, blocking should consider a widened sequence of hostnames derived from the request host and return blocked on the first match in either the runtime or config block sets.""` and `""- Determine blocking by checking the request host and each successive parent domain (left-stripping one label at a time) against both the runtime blocked set and the config-defined blocked set; the first match blocks the request.""` Those quotes effectively prescribe the exact code structure later seen in the diff and tested by `test_subdomain_blocking`.",instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,instance_qutebrowser__qutebrowse__rTUoP6b,True,202,202,1.0000,04_101+,all_passed,44,56,TRUE,TRUE,FALSE,FALSE,3,3,6,3,3,3,0,8,True,True,qutebrowser/components/hostblock.py; qutebrowser/config/configutils.py; qutebrowser/utils/urlutils.py
qutebrowser-cc360cd4,qutebrowser,,Title,reject,ok,"The instruction and tests are closely aligned on the intended contract for `parse_duration`. The instruction specifies that digit-only input should be treated as milliseconds (""If the input string consists only of digits, `parse_duration` should interpret it directly as a number of milliseconds""), that valid hour/minute/second combinations including whitespace should be parsed (""should allow and ignore whitespace between components""), that missing components default to zero, and that malformed inputs should raise `ValueError` with a message containing `""Invalid duration""`. The tests check exactly those behaviors, e.g. `(""60"", 60)`, `(""0.5s"", 500)`, `(""1h 1s"", 3_601_000)`, and `with pytest.raises(ValueError, match='Invalid duration'):`. There are no fixture-imposed hidden design constraints, no private APIs accessed, and the only format-sensitive assertion on the error is explicitly required by the instruction.",instance_qutebrowser__qutebrowser-cc360cd4a34a126274c7b51f3b63afbaf3e05a02-v5fc38aaf22415ab0b70567368332beee7955b367,instance_qutebrowser__qutebrowse__bCvqzXc,False,174,182,0.9560,04_101+,partial,44,36,TRUE,FALSE,FALSE,FALSE,2,1,4,2,2,2,0,9,True,True,qutebrowser/misc/utilcmds.py; qutebrowser/utils/utils.py
qutebrowser-cf06f4e3,qutebrowser,,**Title:**,reject,ok,"The instruction and tests align on the core behavior. The instruction requires that ""output from either stream (`stdout` or `stderr`) should be surfaced live to the user"", that ""each stream that produced output should publish a final summary of its content"", that ""The final summary for `stdout` should be presented as informational; the final summary for `stderr` should be presented as an error"", and that ""If both streams produced output, the final summary for `stdout` should appear before the final summary for `stderr`."" The updated tests check exactly those outcomes: in `test_start_output_message`, stderr-only output now expects `msg_count = 2` and `stderr_msg.level == usertypes.MessageLevel.error`, and when both streams produce output it expects `stdout_msg = message_mock.messages[-2]`, `stderr_msg = message_mock.messages[-1]`, i.e. final stdout summary before final stderr summary. The diff matches this by adding `readyReadStandardError.connect(self._on_ready_read_stderr)`, emitting live stderr with `message.error(...)`, and on finish emitting stdout summary before stderr summary. While the file contains many other tests, the changed reference tests for this task are behavioral and directly reflect the instruction rather than hidden design constraints.",instance_qutebrowser__qutebrowser-cf06f4e3708f886032d4d2a30108c2fddb042d81-v2ef375ac784985212b1805e1d0431dc8f1b3c171,instance_qutebrowser__qutebrowse__bZ7SqeH,False,38,40,0.9500,03_21-100,near_miss,64,9,TRUE,FALSE,FALSE,FALSE,1,1,7,1,1,1,0,5,True,True,qutebrowser/misc/guiprocess.py
qutebrowser-deeb15d6,qutebrowser,,"""## Title\n\nIncorrect handling of numeric increment/decrement in URLs containing encoded characters and edge cases in `",accept,narrow_tests,"The instruction conflicts with and omits behaviors the tests require. Most importantly, it says both that the function should modify ""the last numerical sequence found"" and later that ""only the first match within the first applicable segment (in the order: path, query, anchor, host) must be modified,"" while the tests require reverse URL-segment priority. For example, `test_incdec_segment_ignored` expects with `segments={'host','path'}` that `'http://ex4mple.com/test_4?page=3#anchor2'` becomes `'http://ex4mple.com/test_5?page=3#anchor2'`, i.e. path wins over host, and with `{'host','path','query'}` query wins over path. The tests also require port modification via `test_incdec_port` (`segments={'port'}` increments `http://localhost:8000` to `http://localhost:8001`), but the instruction explicitly says ""Port numbers must never be modified."" Additionally, the tests do not exercise or enforce several instruction-only constraints such as `count` positivity checks and exact ignoring of ""percent-encoded triplets"" across all cases, while the diff shows the actual matching rule is implementation-specific: `re.fullmatch(r'(.*\D|^)(?<!%)(?<!%.)(0*)(\d+)(.*)', ...)`. Because a senior engineer following the instruction could reasonably avoid modifying ports or choose the stated first-applicable-segment behavior and still fail the reference tests, the task is unfairly narrow.",instance_qutebrowser__qutebrowser-deeb15d6f009b3ca0c3bd503a7cef07462bd16b4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,instance_qutebrowser__qutebrowse__8pt8tSC,False,451,452,0.9978,04_101+,near_miss,53,23,TRUE,FALSE,FALSE,FALSE,1,1,2,2,1,1,0,20,True,True,qutebrowser/utils/urlutils.py; test_incdec_repro.py
qutebrowser-e15d2663,qutebrowser,,Title: Custom Accept-Language headers in XHR requests are incorrectly overridden by global setting,reject,ok,"The instruction and tests are closely aligned on the new behavior and API. The instruction explicitly requires that ""The function ‘custom_headers’ must accept an additional keyword argument named ‘fallback_accept_language’ (defaulting to ‘True’)"" and that ""when called with ‘fallback_accept_language=False’ and a URL provided, ‘Accept-Language’ is not included in the headers unless overridden per-domain."" The added unit test checks exactly that: `headers = shared.custom_headers(url=url, fallback_accept_language=fallback)` and `assert (b""Accept-Language"" in dict(headers)) == expected` for `(QUrl(""http://example.org""), False, False)` and the other fallback cases. The instruction also says ""In ‘interceptRequest’, the call to ‘custom_headers’ must pass ‘fallback_accept_language=False’ only when the request type corresponds to an XHR, and ‘True’ otherwise,"" which matches the end-to-end XHR test expecting `Accept-Language` from XHR to win: `And the header Accept-Language should be set to 'from XHR'`. The remaining tests in `test_shared.py` are pre-existing behavioral checks for `custom_headers` and unrelated JS log behavior, not unstated new requirements.",instance_qutebrowser__qutebrowser-e15d26630934d0b6415ed2295ac42fd570a57620-va0fd88aac89cde702ec1ba84877234da33adce8a,instance_qutebrowser__qutebrowse__Wq8Ur9C,False,16,17,0.9412,02_6-20,near_miss,32,17,TRUE,TRUE,TRUE,FALSE,3,3,2,2,2,2,0,4,True,True,qutebrowser/browser/shared.py; qutebrowser/browser/webengine/interceptor.py
qutebrowser-e34dfc68,qutebrowser,,"""# Title\n\nURL parsing and search term handling edge cases cause incorrect behavior in `urlutils.py`\n\n## Description\",accept,leaked,"The instruction over-reveals the implementation path and even names private helpers the tests exercise. It explicitly points to the module and internals: ""The `qutebrowser/utils/urlutils.py` module does not correctly handle..."", and the requirements name private symbols and exact fix targets: ""In `_is_url_naive`, reject hosts with invalid top-level domains or forbidden characters."" and ""Always validate the final URL in `fuzzy_url` with `ensure_valid`, regardless of the `do_search` setting"". The reference tests do exercise those same internals, e.g. `test_get_search_url`, `test_get_search_url_invalid`, and `test_is_url`, so the issue is not missing coverage but that the instruction effectively tells the solver where and how to patch.",instance_qutebrowser__qutebrowser-e34dfc68647d087ca3175d9ad3f023c30d8c9746-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,instance_qutebrowser__qutebrowse__2pZmCL4,False,244,247,0.9879,04_101+,near_miss,58,34,TRUE,FALSE,FALSE,FALSE,1,1,8,3,1,1,0,35,True,True,/tmp/test_pr_reqs.py; /tmp/test_pr_requirements.py; qutebrowser/utils/urlutils.py
qutebrowser-e5340c44,qutebrowser,,WebKit Certificate Error Wrapper Has Inconsistent Constructor and HTML Rendering,accept,ok,"The instruction closely matches what the reference test checks. The test constructs `certificateerror.CertificateErrorWrapper(reply=reply, errors=errors)` and asserts HTML output for one vs. multiple errors plus escaping: `['<p>The issuer certificate could not be found</p>']`, `['<ul>', '<li>...'</li>, '</ul>']`, and `['<p>Escaping test: &lt;&gt;</p>']`. The instruction explicitly specifies those same requirements: `The CertificateErrorWrapper class should accept both reply and errors parameters in its constructor`, `Single certificate errors should be rendered as paragraph elements while multiple errors should be rendered as unordered lists`, and `All error message content should be properly HTML-escaped`. While the instruction also mentions additional webengine/usertypes API that this specific test file does not cover, that is extra scope rather than a mismatch, and there is no private-API reach or hidden fixture design beyond the constructor signature already named in the instruction.",instance_qutebrowser__qutebrowser-e5340c449f23608803c286da0563b62f58ba25b0-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,instance_qutebrowser__qutebrowse__H8SqSGA,True,4,4,1.0000,01_1-5,all_passed,213,6,TRUE,TRUE,FALSE,FALSE,7,1,3,3,3,3,0,10,True,True,qutebrowser/browser/webengine/certificateerror.py; qutebrowser/browser/webkit/certificateerror.py; qutebrowser/utils/usertypes.py
qutebrowser-e57b6e0e,qutebrowser,,BlocklistDownloads Uses Outdated Callback Pattern Instead of Qt Signals,reject,narrow_tests,"The reference test encodes an unstated dependency on a private internal attribute: it waits for completion with `while dl._in_progress: pass` in `tests/unit/components/test_blockutils.py`. The instruction specifies public signal behavior — e.g. `""The class should emit a signal when individual downloads complete""` and `""emit a separate signal when all downloads in the batch are finished""` — but does not name or require any `_in_progress` attribute or that it remain list-like/observable for polling. A valid signal-based implementation could satisfy the instruction yet fail this test if it used different internal state tracking. The test also assumes `initiate()` is the trigger method, but that is less problematic because it already exists; the main unfair requirement is the private attribute access.",instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171,instance_qutebrowser__qutebrowse__BLVCsFG,True,1,1,1.0000,01_1-5,all_passed,42,7,TRUE,TRUE,FALSE,FALSE,3,1,9,3,3,3,0,6,True,True,qutebrowser/components/adblock.py; qutebrowser/components/braveadblock.py; qutebrowser/components/utils/blockutils.py
