task_id,repo,github_pr,commit_sha,base_sha,merge_base_sha,title,human_reviewer_comments,new_eval_verdict,new_alignment_verdict,new_eval_reason,new_alignment_reason,swebench_instance_id,author,date,score,has_test_patch,is_multi_file,is_multi_package,is_refactoring,packages_touched,package_names,source_files,test_files,other_files,source_lines_changed,test_lines_changed,f2p_tests,p2p_tests,summary,match_key_used,new_task_id,new_stage,new_hardness_band,new_hardness_verdict,new_alignment_verdict,new_alignment_reason,new_needs_human_review,new_human_review_reason,new_swebench_instance_id,new_commit_sha,agent_success
qutebrowser-473a15f7,qutebrowser,,473a15f7908f2bb6d670b0e908ab34a28d8cf7e2,8e08f046aeffb38445cc659050f7a083b4a9649c,8e08f046aeffb38445cc659050f7a083b4a9649c,Title,,accept,leaked,"Q1: Models will diverge in approach because this task requires implementing a locale-to-pak-file resolution algorithm that mirrors Chromium's internal l10n_util::CheckAndResolveLocale logic, integrating it into the existing Qt argument construction pipeline, and correctly gating it behind version checks, OS checks, config checks, and filesystem existence checks. Q2: The core problem is non-trivial — it requires understanding Chromium's locale resolution fallback chain (special cases for en, es, pt, zh variants), filesystem probing for .pak files, and proper integration into the argument-generation iterator. Q3: Extensive test coverage exists (446-line test file with parametrized locale tests, version tests, OS tests, config tests). Q4: Pure Python. Q5: Commit is from 2021 but the workaround logic is specific enough to qutebrowser's architecture that contamination risk is moderate — the integration aspect and Chromium locale mapping logic are the discriminating parts.","The instruction substantially reveals the implementation path and private API that the diff/tests use. It explicitly says: ""A new private function named `_get_lang_override` should be created in `qutebrowser/config/qtargs.py` to encapsulate the primary workaround logic."" and ""A new private helper function named `_get_locale_pak_path` should be created to construct the full path to a locale's `.pak` file."" It also prescribes the exact mapping logic and output format: ""The final chosen locale name should be passed to QtWebEngine as a command-line argument formatted as `--lang=<locale_name>`."" Those details line up directly with the diff, e.g. `def _get_lang_override(...)`, `def _get_locale_pak_path(...)`, and `yield f'--lang={lang_override}'` in `qutebrowser/config/qtargs.py`.",instance_qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,swebench-pro,,8,TRUE,TRUE,TRUE,FALSE,2,doc; qutebrowser,doc/changelog.asciidoc; doc/help/settings.asciidoc; qutebrowser/config/configdata.yml; qutebrowser/config/qtargs.py,tests/unit/config/test_qtargs_locale_workaround.py,,102,446,,,,swebench_instance_id,qutebrowser-473a15f7,promising,,,,,FALSE,,instance_qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,473a15f7908f2bb6d670b0e908ab34a28d8cf7e2,FALSE
qutebrowser-479aa075,qutebrowser,,479aa075ac79dc975e2e949e188a328e95bf78ff,34db7a1ef4139f30f5b6289ea114c44e1a7b33a6,34db7a1ef4139f30f5b6289ea114c44e1a7b33a6,Title: Inability to Reliably Extract Chromium Version from ELF Binaries in Qt 6.4+,,reject,leaked,"Q1/Q2: This is a bug fix with a relatively obvious strategy — the commit modifies a single function to handle a fallback case where the Chromium version string is split across the ELF binary's string table. The approach is straightforward: try the original regex, if it fails try a partial match, then search for the full version separately. All models would likely follow the same find-the-incomplete-match-then-piece-it-together pipeline. Matches BT1 pattern — trivial core logic (regex pattern matching with a fallback heuristic) in a complex repo, with no integration complexity or cross-module reasoning required.","The instruction exposes the exact private function and near-complete implementation recipe that the tests exercise. It names the private API directly: ""The `_find_versions(data: bytes) to Versions` function must extract both the QtWebEngine and Chromium version strings"". It also prescribes the exact regex/procedure mirrored by the diff and tests: ""The function must first attempt to match a null-terminated string of the form `\x00QtWebEngine/{version} Chrome/{version}\x00`"" and then ""If only a partial match is found... search for a full Chromium version string of the form `\x00{partial_chromium_bytes}[0-9.]+\x00`"". The reference tests indeed call the private helper directly (`assert elf._find_versions(data) == expected`) and check the exact error strings listed in the instruction, so alignment is good; the main issue is that the instruction leaks the fix path in detail.",instance_qutebrowser__qutebrowser-479aa075ac79dc975e2e949e188a328e95bf78ff-vc2f56a753b62a190ddb23cd330c257b9cf560d12,swebench-pro,,3,TRUE,FALSE,FALSE,FALSE,1,qutebrowser,qutebrowser/misc/elf.py,tests/unit/misc/test_elf.py,,41,41,,,,swebench_instance_id,qutebrowser-479aa075,rejected,,,,,FALSE,,instance_qutebrowser__qutebrowser-479aa075ac79dc975e2e949e188a328e95bf78ff-vc2f56a753b62a190ddb23cd330c257b9cf560d12,479aa075ac79dc975e2e949e188a328e95bf78ff,TRUE
qutebrowser-50efac08,qutebrowser,,50efac08f623644a85441bbe02ab9347d2b71a9d,434f6906f9088172494fa7e219a856d893ed55ba,434f6906f9088172494fa7e219a856d893ed55ba,Incorrect dark mode threshold key emitted for `colors.webpage.darkmode.threshold.text` on Qt 6.4,,reject,ok,"Q1/Q2: matches BT1 pattern — trivial core logic in a complex repo. The fix is a straightforward rename of a chromium key ('TextBrightnessThreshold' → 'ForegroundBrightnessThreshold') for a new Qt version variant, plus mechanical wiring of the new variant into an existing enum/definition/dispatch pattern. Every model will follow the same find-line-fix-line strategy: add a new enum value, copy-replace the setting key, add version check. No architectural reasoning or integration complexity — purely mechanical pattern replication of existing variant definitions.","The instruction and tests are tightly aligned on the targeted behavior. The instruction specifies: ""When colors.webpage.darkmode.threshold.text is configured with a numeric value and the Qt version is detected as 6.4, the dark mode configuration should generate an entry with the key \""ForegroundBrightnessThreshold\"" and the numeric value converted to string format."" The reference test checks exactly that in the Qt 6.4 case via `QT_64_SETTINGS = { ... ('ForegroundBrightnessThreshold', '100'), ... }` and `@pytest.mark.parametrize('qversion, expected', [('5.15.2', QT_515_2_SETTINGS), ('5.15.3', QT_515_3_SETTINGS), ('6.4', QT_64_SETTINGS)])`. The diff also matches this scope by introducing `Variant.qt_64` and replacing `'threshold.text'` with `'ForegroundBrightnessThreshold'` for Qt 6.4. There are no fixture-only design choices or private helper requirements for this new behavior beyond what the instruction already frames as version-specific dark mode configuration output.",instance_qutebrowser__qutebrowser-50efac08f623644a85441bbe02ab9347d2b71a9d-v9f8e9d96c85c85a605e382f1510bd08563afc566,swebench-pro,,2,TRUE,FALSE,FALSE,FALSE,1,qutebrowser,qutebrowser/browser/webengine/darkmode.py,tests/unit/browser/webengine/test_darkmode.py,,38,14,,,,swebench_instance_id,qutebrowser-50efac08,rejected,,,,,FALSE,,instance_qutebrowser__qutebrowser-50efac08f623644a85441bbe02ab9347d2b71a9d-v9f8e9d96c85c85a605e382f1510bd08563afc566,50efac08f623644a85441bbe02ab9347d2b71a9d,TRUE
qutebrowser-52708364,qutebrowser,,52708364b5f91e198defb022d1a5b4b3ebd9b563,a0710124a1790237aa4f2a17e2f7011a074143b4,a0710124a1790237aa4f2a17e2f7011a074143b4,Title:,,accept,leaked,"Q1: Models will diverge in approach because this task requires integration across multiple layers — a new config type, config validation logic, statusbar widget rendering, and proper cleanup of dynamically-created widgets. The design_principles criterion 'integration is the discriminating step' applies: creating the StatusbarWidget type is trivial, but wiring it into the statusbar's draw/clear lifecycle while preserving existing widget behavior is where weaker models will fail. Q2: The core problem involves adding a new extensible widget type (text:$CONTENT) that must pass through config validation, be rendered in the statusbar, and be properly cleaned up on redraw — non-trivial integration. Q3: Reference tests exist in test_configtypes.py covering both valid and invalid values. Q4: Pure Python. Q5: Commit is from qutebrowser, a well-known project, but the specific feature (custom text statusbar widgets) is niche enough to have low contamination risk.","The instruction directly reveals the implementation path and exact contract the tests exercise, e.g. it names the exact target symbols: ""Type: Class\nName: StatusbarWidget\nPath: qutebrowser/config/configtypes.py\nBase: String"" and ""Type: Setting\nName: statusbar.widgets\nPath: qutebrowser/config/configdata.yml\nType: List[StatusbarWidget]"". It also gives fix-like validation logic almost verbatim to the tested behavior: ""When a value starts with \""text:\"" followed by content, the StatusbarWidget should validate it as a custom text widget and accept the entire string as valid"" and ""Invalid formats such as \""text\"" without a colon or unknown widget names should trigger a ValidationError during validation."" Those are exactly what the reference tests check in `TestStatusbarWidget` with values `['text:bar', 'foo']` accepted and `['text', 'foo:bar']` rejected.",instance_qutebrowser__qutebrowser-52708364b5f91e198defb022d1a5b4b3ebd9b563-v2ef375ac784985212b1805e1d0431dc8f1b3c171,swebench-pro,,5.5,TRUE,TRUE,TRUE,FALSE,2,doc; qutebrowser,doc/help/settings.asciidoc; qutebrowser/config/configdata.yml; qutebrowser/config/configtypes.py; qutebrowser/mainwindow/statusbar/bar.py,tests/unit/config/test_configtypes.py,,55,18,,,,swebench_instance_id,qutebrowser-52708364,promising,,,,,FALSE,,instance_qutebrowser__qutebrowser-52708364b5f91e198defb022d1a5b4b3ebd9b563-v2ef375ac784985212b1805e1d0431dc8f1b3c171,52708364b5f91e198defb022d1a5b4b3ebd9b563,TRUE
qutebrowser-54bcdc1e,qutebrowser,,54bcdc1eefa86cc20790973d6997b60c3bba884c,0df0985292b79e54c062b7fd8b3f5220b444b429,0df0985292b79e54c062b7fd8b3f5220b444b429,Fix resource globbing with Python .egg installs,,reject,ok,"Q1/Q2: matches AL1 pattern — trivial core logic. The fix is a straightforward refactor: extract a helper function that handles two code paths (pathlib.Path vs zipfile.Path) for globbing resources, with a simple isinstance check. Every model will follow the same find-the-glob-call, extract-helper, add-fallback-branch strategy. There is no integration complexity, no cross-module reasoning, and no preservation-while-adding trap. The core logic (checking isinstance and using iterdir+endswith vs glob) is trivial.","The instruction and tests are closely aligned around the same behavior. The instruction explicitly names the private helper the tests exercise: ""The `_glob_resources(resource_path, subdir, ext)` function must return an iterable of file paths..."" and also specifies the exact filtering behavior the tests check: ""Paths whose names do not end with the specified extension (e.g., `README`, `unrelatedhtml`) must be excluded from the results."" The tests then verify that with `files = sorted(utils._glob_resources(package_path, 'html', '.html'))` and `assert files == ['html/test1.html', 'html/test2.html']`, plus the same check for `zipfile.Path`. The instruction also specifies preload behavior: ""The `preload_resources` function must `use _glob_resources` to discover resources under `('html', '.html')` and `('javascript', '.js')`, and for each discovered name, it must read and cache the file using the same POSIX-style relative path as the cache key,"" which matches the existing cache-oriented test `test_read_cached_file`. While the instruction is somewhat implementation-guiding, it does not overexpose the exact patch beyond what is necessary to define the contract.",instance_qutebrowser__qutebrowser-54bcdc1eefa86cc20790973d6997b60c3bba884c-v2ef375ac784985212b1805e1d0431dc8f1b3c171,swebench-pro,,3,TRUE,FALSE,FALSE,FALSE,1,qutebrowser,qutebrowser/utils/utils.py,tests/unit/utils/test_utils.py,,38,35,,,,swebench_instance_id,qutebrowser-54bcdc1e,rejected,,,,,FALSE,,instance_qutebrowser__qutebrowser-54bcdc1eefa86cc20790973d6997b60c3bba884c-v2ef375ac784985212b1805e1d0431dc8f1b3c171,54bcdc1eefa86cc20790973d6997b60c3bba884c,TRUE
qutebrowser-5cef49ff,qutebrowser,,5cef49ff3074f9eab1da6937a141a39a20828502,c41f152fa5b0bc44e15779e99706d7fb8431de85,c41f152fa5b0bc44e15779e99706d7fb8431de85,Improve process termination messages for signals in `guiprocess`.,,reject,leaked,"Q1/Q2: matches BT1 pattern — trivial core logic in a complex repo. The core changes are straightforward: add a `was_sigterm()` method that checks status/code, a `_crash_signal()` helper that wraps `signal.Signals(code)`, update `__str__` and `state_str()` with simple conditionals, and adjust the notification logic to treat SIGTERM like success for message display. There is no deep integration challenge or architectural reasoning required — it's a mechanical addition of a few conditionals and a signal-name lookup. Models will not diverge meaningfully in approach; all will follow the same find-the-outcome-class, add-methods, update-callers pipeline.","The instruction exposes the exact implementation path and private APIs the patch changes, rather than only describing behavior. It explicitly says: ""Implement the method `was_sigterm` in the process outcome class in `qutebrowser/misc/guiprocess.py`"", ""Implement the method `_crash_signal` in the process outcome class in `qutebrowser/misc/guiprocess.py`"", and ""Handle process completion in the `_on_finished` method (called as `finished` externally) in `qutebrowser/misc/guiprocess.py`"". Those details mirror the diff, which adds `was_sigterm`, `_crash_signal`, and changes `_on_finished` in that file. The tests themselves are broadly aligned with the described behavior, so the primary issue is leakage rather than narrowness.",instance_qutebrowser__qutebrowser-5cef49ff3074f9eab1da6937a141a39a20828502-v02ad04386d5238fe2d1a1be450df257370de4b6a,swebench-pro,,5.5,TRUE,FALSE,TRUE,FALSE,2,doc; qutebrowser,doc/changelog.asciidoc; qutebrowser/misc/guiprocess.py,tests/unit/misc/test_guiprocess.py,,43,48,,,,swebench_instance_id,qutebrowser-5cef49ff,rejected,,,,,FALSE,,instance_qutebrowser__qutebrowser-5cef49ff3074f9eab1da6937a141a39a20828502-v02ad04386d5238fe2d1a1be450df257370de4b6a,5cef49ff3074f9eab1da6937a141a39a20828502,FALSE
qutebrowser-5e0d6dc1,qutebrowser,,5e0d6dc1483cb3336ea0e3dcbd4fe4aa00fc1742,4df7aedf2b2e1f844e8f0ba55bb6fdcafcfa8ec8,4df7aedf2b2e1f844e8f0ba55bb6fdcafcfa8ec8,LinkedIn Fails Due to Missing Array.prototype.at Support in Older QtWebEngine,,reject,narrow_tests,"Matches AL1/BT1 pattern — trivial core logic. The task involves adding a JavaScript polyfill file (copied from a well-known TC39 proposal), registering it in a quirks list with a version predicate, adding a config entry, and a simple test case. Every component is a straightforward copy-paste or one-line addition following an existing pattern (globalthis, object_fromentries, string_replaceall quirks already exist as templates). Models will not diverge in approach — they will all follow the identical existing pattern. Q1: no strategy divergence expected. Q2: core problem is not genuinely hard, it's mechanical pattern-following.","The tests require a specific site-scope behavior that the instruction does not fully specify for qutebrowser test pages. The instruction says: ""The polyfill should be active and functional on LinkedIn domain pages and qutebrowser test domains to ensure compatibility testing."" But the reference test only checks one exact URL, `QUrl(""https://test.qutebrowser.org/linkedin"")`, and the setup forces the implementation through site-specific quirk injection via the private call `js_tester_webengine.tab._scripts._inject_site_specific_quirks()`. A valid implementation that provides `Array.prototype.at` support in older QtWebEngine, including on LinkedIn, but does not hook into that exact quirk-injection path or does not enable it on `test.qutebrowser.org/linkedin` specifically, would fail. This makes the tests narrower than the instruction's public behavioral contract.",instance_qutebrowser__qutebrowser-5e0d6dc1483cb3336ea0e3dcbd4fe4aa00fc1742-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,swebench-pro,,3,TRUE,TRUE,FALSE,FALSE,1,qutebrowser,qutebrowser/browser/webengine/webenginetab.py; qutebrowser/config/configdata.yml; qutebrowser/javascript/.eslintrc.yaml; qutebrowser/javascript/quirks/array_at.user.js,tests/unit/javascript/test_js_quirks.py,,48,6,,,,swebench_instance_id,qutebrowser-5e0d6dc1,rejected,,,,,FALSE,,instance_qutebrowser__qutebrowser-5e0d6dc1483cb3336ea0e3dcbd4fe4aa00fc1742-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,5e0d6dc1483cb3336ea0e3dcbd4fe4aa00fc1742,TRUE
qutebrowser-5fdc83e5,qutebrowser,,5fdc83e5da6222fe61163395baaad7ae57fa2cb4,cb59619327e7fa941087d62b83459750c1b7c579,cb59619327e7fa941087d62b83459750c1b7c579,**Title:**,,reject,ok,"Matches BT1 pattern — trivial core logic in a complex repo. The commit refactors a simple font-family parsing generator function into a FontFamilies class with from_str/to_str/iter/repr, then updates a few call sites to use the new class. The core logic (parsing comma-separated font families with quote stripping) is unchanged. The integration is mechanical: replace `parse_font_families(x)` with `FontFamilies.from_str(x)` and wrap results with `list()` or `str()`. No architectural reasoning is required — every model would follow the same straightforward refactoring pattern with no meaningful strategy divergence (Q1 fails, Q2 fails).","The instruction and tests are closely aligned around the new `FontFamilies` interface and its observable behavior. The instruction explicitly requires: ""Font family strings must be parsed using `FontFamilies.from_str`, which interprets comma-separated and quoted names into a clean, ordered list of valid font family names"", and the tests check exactly that in `test_from_str` with cases like `('""One Font"", Two', ['One Font', 'Two'])` and `(""One, 'Two Fonts'"", ['One', 'Two Fonts'])`. The instruction also specifies that ""The resulting `FontFamilies` instance must support ordered iteration via `__iter__`, and provide the first family as the `family` attribute"" plus ""The `__str__` method must return a comma-separated string preserving the input order"", which matches the tests `assert list(configutils.FontFamilies.from_str(family_str)) == expected` and `assert str(configutils.FontFamilies(families)) == expected`. While the instruction also mentions `__repr__` and migration behavior that are not directly covered by the shown tests, that is over-specification rather than unfair under-specification. There are no fixtures or helpers in the reference tests that require unstated private APIs or hidden design choices.",instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,swebench-pro,,5,TRUE,TRUE,FALSE,FALSE,1,qutebrowser,qutebrowser/config/configfiles.py; qutebrowser/config/configtypes.py; qutebrowser/config/configutils.py,tests/unit/config/test_configutils.py,,72,45,,,,swebench_instance_id,qutebrowser-5fdc83e5,rejected,,,,,FALSE,,instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,5fdc83e5da6222fe61163395baaad7ae57fa2cb4,TRUE
qutebrowser-66cfa15c,qutebrowser,,66cfa15c372fa9e613ea5a82d3b03e4609399fb6,6d0b7cb12b206f400f8b44041a86c1a93cd78c7f,6d0b7cb12b206f400f8b44041a86c1a93cd78c7f,Title: Workaround for QtWebEngine 5.15.3 Locale Parsing Issues in qutebrowser #### Description: qutebrowser experiences,,accept,leaked,"Q1: Models will diverge in approach because this task requires understanding Chromium's locale resolution logic, integrating a workaround into an existing argument-generation pipeline, and correctly handling multiple fallback paths (direct pak lookup, mapped pak lookup, en-US fallback). Q2: The core problem is genuinely hard — it requires cross-referencing Chromium source code locale resolution behavior, understanding Qt's QLocale/QLibraryInfo APIs, and wiring a conditional override into the existing _qtwebengine_args generator while preserving all existing behavior. Q3: Extensive reference tests exist (457-line test file with comprehensive locale parametrization plus integration test). Q4: Pure Python. Q5: Commit is from 2021 so contamination risk exists, but the task involves enough integration complexity that memorization alone won't suffice — the locale mapping logic, filesystem checking, and argument pipeline wiring all need to be correctly combined.","The instruction exposes the exact private implementation surface and behavior the tests exercise, effectively giving away the fix. For example, it says: ""The file `qtargs.py` should provide a helper named `_get_locale_pak_path`..."" and ""The file `qtargs.py` should provide a helper named `_get_pak_name`..."" and ""The file `qtargs.py` should expose a function `_get_lang_override(webengine_version, locale_name)`..."". Those are the same private helpers directly accessed by the tests in `tests/unit/config/test_qtargs_locale_workaround.py`, e.g. `override = qtargs._get_lang_override(...)` and `original_path = qtargs._get_locale_pak_path(locales_path, locale_name)`. The instruction also specifies exact log strings such as `""{locales_path} not found, skipping workaround!""`, matching the assertions in the tests. This is over-specified implementation leakage rather than a misalignment problem.",instance_qutebrowser__qutebrowser-66cfa15c372fa9e613ea5a82d3b03e4609399fb6-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,swebench-pro,,9.5,TRUE,TRUE,TRUE,FALSE,3,doc; qutebrowser; scripts,doc/changelog.asciidoc; doc/help/settings.asciidoc; qutebrowser/config/configdata.yml; qutebrowser/config/qtargs.py; scripts/dev/misc_checks.py,tests/unit/config/test_qtargs.py; tests/unit/config/test_qtargs_locale_workaround.py,,126,473,,,,swebench_instance_id,qutebrowser-66cfa15c,promising,,,,,FALSE,,instance_qutebrowser__qutebrowser-66cfa15c372fa9e613ea5a82d3b03e4609399fb6-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,66cfa15c372fa9e613ea5a82d3b03e4609399fb6,TRUE
qutebrowser-6b320dc1,qutebrowser,,6b320dc18662580e1313d2548fdd6231d2a97e6d,d283e2250fcc533838fbac1078acd5883c77e2e3,d283e2250fcc533838fbac1078acd5883c77e2e3,"""# Fix incorrect parsing of hue percentages in `QtColor`. \n\n## Description \nCurrently, the `QtColor` configuration ty",,reject,leaked,Q1/Q2: matches AL1 pattern — trivial core logic. The fix is a straightforward parameter-threading change: pass 'kind' to _parse_value so hue percentages use 359 instead of 255 as the multiplier. The refactoring of the if/elif chain into a dictionary lookup is mechanical. Every model will follow the same find-line-fix-line strategy with no meaningful divergence in approach. The core problem (multiplier should be 359 for hue) is immediately obvious from the test expectations and docstring.,"The instruction gives away the exact implementation path and even private method to change, rather than only describing the bug behavior. It explicitly says: ""Ensure that the `QtColor` class in `qutebrowser/config/configtypes.py` correctly parses `hsv`, `hsva`, `rgb`, and `rgba` color configuration strings in the `to_py` method"" and ""Update the `_parse_value` method to distinguish between hue and other color components"". It also prescribes the constructor dispatch the diff implements: ""pass the resulting values to the appropriate `QColor` constructor (`fromHsv` for HSV/HSVA, `fromRgb` for RGB/RGBA)"". Those quotes closely mirror the patch, which changes `_parse_value(self, kind: str, val: str)` and adds a `converters = { 'rgba': QColor.fromRgb, 'rgb': QColor.fromRgb, 'hsva': QColor.fromHsv, 'hsv': QColor.fromHsv }` mapping in `to_py`. The tests themselves are aligned with the behavior change, e.g. `('hsv(10%,10%,10%)', QColor.fromHsv(35, 25, 25))`, so the main issue is leakage, not unfair hidden requirements.",instance_qutebrowser__qutebrowser-6b320dc18662580e1313d2548fdd6231d2a97e6d-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,swebench-pro,,1,TRUE,FALSE,FALSE,FALSE,1,qutebrowser,qutebrowser/config/configtypes.py,tests/unit/config/test_configtypes.py,,38,7,,,,swebench_instance_id,qutebrowser-6b320dc1,rejected,,,,,FALSE,,instance_qutebrowser__qutebrowser-6b320dc18662580e1313d2548fdd6231d2a97e6d-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,6b320dc18662580e1313d2548fdd6231d2a97e6d,TRUE
qutebrowser-6dd402c0,qutebrowser,,6dd402c0d0f7665d32a74c43c5b4cf5dc8aff28d,d6a3d1fe608bae2afedd3019e46de3476ac18ff6,d6a3d1fe608bae2afedd3019e46de3476ac18ff6,Application Crashes When Adblock Cache File is Corrupted,,reject,narrow_tests,"Matches AL1 pattern — trivial core logic. The fix is a straightforward wrapping of an exception into a context manager with a simple re-raise pattern. The strategy space is extremely narrow: every model will (1) identify the deserialization call that raises ValueError, (2) add exception mapping/handling. There is no meaningful integration complexity, cross-module reasoning, or preservation-while-adding challenge. Q1 (model divergence) fails — all models follow the same find-line-fix-line approach. Q2 (genuinely hard) fails — the core logic is a simple exception translation pattern.","The tests require exact user-facing message text that the instruction does not fully specify. The instruction only says the method should ""display an error-level message to users when cache corruption is detected"" and that it should ""provide clear guidance to users on how to resolve the issue by updating the adblock filters,"" but the test asserts the exact string: `""Reading adblock filter data failed (corrupted data?). Please run :adblock-update.""` in `test_corrupt_cache_handling`. Also, the instruction introduces a public interface requirement for `DeserializationError` — `""Name: DeserializationError ... Public exception used to normalize adblock deserialization errors""` — but the reference tests never check that interface directly, instead only checking the externally visible behavior/message. This makes the task unfairly specific in some places and under-specified relative to format-sensitive assertions in others.",instance_qutebrowser__qutebrowser-6dd402c0d0f7665d32a74c43c5b4cf5dc8aff28d-v5fc38aaf22415ab0b70567368332beee7955b367,swebench-pro,,2,TRUE,FALSE,FALSE,FALSE,1,qutebrowser,qutebrowser/components/braveadblock.py,tests/unit/components/test_braveadblock.py,,44,13,,,,swebench_instance_id,qutebrowser-6dd402c0,rejected,,,,,FALSE,,instance_qutebrowser__qutebrowser-6dd402c0d0f7665d32a74c43c5b4cf5dc8aff28d-v5fc38aaf22415ab0b70567368332beee7955b367,6dd402c0d0f7665d32a74c43c5b4cf5dc8aff28d,TRUE
qutebrowser-70248f25,qutebrowser,,70248f256f93ed9b1984494d0a1a919ddd774892,bf65a1db0f3f49977de77d7d61eeaaecd022185c,bf65a1db0f3f49977de77d7d61eeaaecd022185c,Add units to :later command,,reject,ok,Q2: core problem is trivial — matches AL1/BT1 pattern. The task involves writing a simple regex-based duration parser (parse_duration) and wiring it into an existing command. The core logic is a straightforward regex with group extraction and arithmetic conversion. There is minimal integration complexity — the wiring is a single function call replacing an int parameter with a string parameter. Models will not diverge meaningfully in approach; every model will write essentially the same regex + arithmetic. The 'preserving backward compatibility' aspect (plain numbers as milliseconds) is trivially handled by the isdigit() check. This is a constructed-feeling task with trivial core logic despite living in a complex repo.,"The instruction and tests are closely aligned on API, behavior, and error handling. The instruction explicitly names the public API and location — ""Introduce a new public function `parse_duration` in the file `qutebrowser/utils/utils.py`"" and requires that ""The `:later` command should accept a duration string and use `parse_duration` to determine the delay"". The tests check exactly that public function via `assert utils.parse_duration(duration) == out` and invalid inputs with `with pytest.raises(ValueError, match='Invalid duration')`. The instruction also specifies the key behaviors covered by tests: digit-only input as milliseconds (""`parse_duration` should accept strings composed only of digits ... and interpret them as milliseconds""), support for `h/m/s` combinations and decimals (""accept duration strings in the format `XhYmZs`, where components for hours (`h`), minutes (`m`), and seconds (`s`) may contain decimal values""), allowed whitespace (""Whitespace between units is allowed""), and rejection of invalid/negative/empty inputs (""should raise a `ValueError` when the input is negative, empty, consists only of whitespace, or lacks any valid time components""). There are no hidden fixture requirements or private APIs in the new tests; the only message-format requirement in tests (`match='Invalid duration'`) is also satisfied by the instruction’s requirement to raise `ValueError` for invalid inputs and is broad rather than brittle.",instance_qutebrowser__qutebrowser-70248f256f93ed9b1984494d0a1a919ddd774892-v2ef375ac784985212b1805e1d0431dc8f1b3c171,swebench-pro,,4,TRUE,FALSE,FALSE,FALSE,1,qutebrowser,qutebrowser/misc/utilcmds.py; qutebrowser/utils/utils.py,tests/unit/utils/test_utils.py,,37,49,,,,swebench_instance_id,qutebrowser-70248f25,rejected,,,,,FALSE,,instance_qutebrowser__qutebrowser-70248f256f93ed9b1984494d0a1a919ddd774892-v2ef375ac784985212b1805e1d0431dc8f1b3c171,70248f256f93ed9b1984494d0a1a919ddd774892,FALSE
qutebrowser-77c35579,qutebrowser,,77c3557995704a683cdb67e2a3055f7547fa22c3,1799b7926a0202497a88e4ee1fdb232f06ab8e3a,1799b7926a0202497a88e4ee1fdb232f06ab8e3a,Title:,,reject,ok,"Q1/Q2: This commit refactors an internal data structure from a list to an OrderedDict for performance (deduplication by pattern key). The core logic change is mechanical — replacing list operations with dict operations — and the approach is essentially dictated by the problem. All models would follow the same strategy: change `_values` list to `_vmap` OrderedDict, update all methods that iterate/modify the collection. This matches the BT1 pattern — trivial core logic in a complex repo. The refactoring is straightforward find-and-replace of data structure access patterns with no meaningful integration complexity or preservation-while-adding challenge.","The instruction is tightly aligned with the reference tests and the diff. It explicitly names the constructor behavior tested by `return configutils.Values(opt, scoped_values)` and the requirement that it ""must accept a `ScopedValue` sequence and load it with the same effect and order as calling `add`"". It also names the private API the tests access: ""There must be an accessible `values._vmap` attribute whose iteration order reflects the insertion order; the sequence produced by `iter(values)` must exactly match `list(values._vmap.values())`"", matching `assert list(iter(values)) == list(iter(values._vmap.values()))`. Format assertions are also specified precisely: the instruction requires `repr(values)` to use `vmap=` with `odict_values([...])`, and `str(values)` output in normal order, which matches `assert repr(values) == expected` and `assert str(values) == '\n'.join(expected)`. Behavioral requirements for `add`, `remove`, `clear`, `get_for_url`, `get_for_pattern`, and the benchmark are all covered by the instruction, including precedence (`""most recently added value""`) and the bulk-performance test (`""Bulk insertion of thousands of patterned entries must not cause exceptions, hangs, or timeouts within the test environment; the addition benchmark must complete successfully."").",instance_qutebrowser__qutebrowser-77c3557995704a683cdb67e2a3055f7547fa22c3-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,swebench-pro,,4.5,TRUE,FALSE,TRUE,FALSE,2,qutebrowser; scripts,qutebrowser/config/configutils.py; scripts/dev/run_vulture.py,tests/unit/config/test_configutils.py,,45,20,,,,swebench_instance_id,qutebrowser-77c35579,rejected,,,,,FALSE,,instance_qutebrowser__qutebrowser-77c3557995704a683cdb67e2a3055f7547fa22c3-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,77c3557995704a683cdb67e2a3055f7547fa22c3,FALSE
